department,contact_type,is_female,is_black,is_hispanic,is_urm
University of Oklahoma-Mathematics,faculty,0.0,0.0,0.0,0.0
Colorado State University-Mathematics,department_chair,0.0,0.0,0.0,0.0
Stony Brook University-Computer Science,seminar_contact,0.0,0.0,0.0,0.0
University of Utah-Mathematics,faculty,0.0,0.0,0.0,0.0
Tufts University-Physics,faculty,0.0,0.0,0.0,0.0
North Dakota State University-Physics,seminar_contact,0.0,0.0,0.0,0.0
University of Tennessee-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of California, Davis-Mathematics",faculty,0.0,0.0,0.0,0.0
University of Michigan-Physics,faculty,1.0,0.0,0.0,0.0
Boston College-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of California, Davis-Chemistry",department_chair,0.0,0.0,0.0,0.0
University of Washington-Mathematics,faculty,0.0,1.0,0.0,1.0
University of Pittsburgh-Physics,department_chair,0.0,0.0,0.0,0.0
Carnegie Mellon University-Computer Science,faculty,0.0,0.0,0.0,0.0
Arizona State University-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
University of Southern Mississippi-Physics,department_chair,0.0,0.0,0.0,0.0
Brown University-Mechanical Engineering,seminar_contact,1.0,0.0,1.0,1.0
University of New Mexico-Mathematics,department_chair,1.0,0.0,0.0,0.0
Northeastern University-Mathematics,faculty,0.0,0.0,0.0,0.0
George Washington University-Physics,department_chair,0.0,0.0,0.0,0.0
Michigan State University-Physics,faculty,0.0,0.0,0.0,0.0
"University of California, Davis-Mathematics",seminar_contact,1.0,0.0,0.0,0.0
"University of Maryland, College Park-Mathematics",seminar_contact,0.0,0.0,1.0,1.0
University of Texas at El Paso-Mathematics,department_chair,1.0,0.0,1.0,1.0
Massachusetts Institute of Technology-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
Michigan State University-Mathematics,department_chair,0.0,0.0,0.0,0.0
California Institute of Technology-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
"Graduate Center, CUNY-Mathematics",faculty,1.0,0.0,0.0,0.0
Indiana University Bloomington-Physics,seminar_contact,1.0,0.0,0.0,0.0
California Institute of Technology-Physics,seminar_contact,1.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Mathematics,department_chair,0.0,0.0,0.0,0.0
Montana State University-Computer Science,department_chair,0.0,0.0,0.0,0.0
University of Denver-Mathematics,department_chair,0.0,0.0,1.0,1.0
"University of California, Berkeley-Mathematics",faculty,0.0,0.0,0.0,0.0
Columbia University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Illinois Urbana-Champaign-Physics,department_chair,0.0,0.0,0.0,0.0
University of Kentucky-Mathematics,department_chair,0.0,0.0,0.0,0.0
University of Miami-Chemistry,department_chair,0.0,0.0,0.0,0.0
Binghamton University-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
University of Central Florida-Physics,department_chair,0.0,0.0,0.0,0.0
University of North Carolina at Chapel Hill-Mathematics,faculty,0.0,1.0,0.0,1.0
University of Minnesota-Mathematics,department_chair,0.0,0.0,0.0,0.0
"Graduate Center, CUNY-Mathematics",faculty,0.0,0.0,0.0,0.0
"University of California, Santa Cruz-Mathematics",department_chair,1.0,0.0,0.0,0.0
University of Denver-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Delaware-Mathematics,faculty,0.0,0.0,0.0,0.0
Binghamton University-Mathematics,department_chair,0.0,0.0,0.0,0.0
West Virginia University-Mathematics,department_chair,1.0,0.0,0.0,0.0
Carnegie Mellon University-Mathematics,department_chair,0.0,0.0,0.0,0.0
University of Georgia-Chemistry,seminar_contact,,,,
Harvard University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
University of Minnesota-Mathematics,faculty,0.0,0.0,0.0,0.0
Wayne State University-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
Florida State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Michigan State University-Physics,department_chair,0.0,0.0,0.0,0.0
University of Michigan-Computer Science,faculty,0.0,0.0,0.0,0.0
University of Delaware-Computer Science,seminar_contact,1.0,0.0,1.0,1.0
Dartmouth College-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
University of Missouri-Chemistry,faculty,0.0,0.0,0.0,0.0
Tufts University-Mathematics,faculty,0.0,0.0,0.0,0.0
Kent State University-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
Carnegie Mellon University-Computer Science,faculty,0.0,0.0,0.0,0.0
University of Central Florida-Mathematics,faculty,0.0,0.0,1.0,1.0
University of Mississippi-Mathematics,department_chair,0.0,0.0,0.0,0.0
University of Arizona-Mechanical Engineering,seminar_contact,0.0,0.0,0.0,0.0
University of Tennessee-Mathematics,faculty,0.0,0.0,0.0,0.0
University of New Mexico-Physics,department_chair,0.0,0.0,0.0,0.0
Emory University-Mathematics,faculty,1.0,0.0,0.0,0.0
Tufts University-Mathematics,seminar_contact,1.0,0.0,1.0,1.0
Ohio State University-Physics,faculty,0.0,0.0,0.0,0.0
University of Minnesota-Mathematics,faculty,1.0,0.0,0.0,0.0
Brown University-Mathematics,faculty,0.0,0.0,1.0,1.0
University of Alabama-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
"University of California, Los Angeles-Physics",seminar_contact,0.0,0.0,0.0,0.0
Purdue University-Mathematics,faculty,0.0,0.0,0.0,0.0
Harvard University-Computer Science,department_chair,0.0,0.0,0.0,0.0
Rice University-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
Washington State University-Computer Science,department_chair,0.0,0.0,0.0,0.0
University of Oklahoma-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
University of Notre Dame-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Colorado Denver-Mathematics,department_chair,0.0,0.0,0.0,0.0
Oregon State University-Chemistry,department_chair,0.0,0.0,0.0,0.0
Clemson University-Physics,faculty,0.0,0.0,0.0,0.0
Temple University-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of California, San Diego-Chemistry",department_chair,0.0,0.0,0.0,0.0
University of Chicago-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
University of New Mexico-Computer Science,department_chair,1.0,0.0,1.0,1.0
University of Florida-Physics,faculty,0.0,0.0,0.0,0.0
University of Kansas-Chemistry,department_chair,0.0,1.0,0.0,1.0
Massachusetts Institute of Technology-Physics,seminar_contact,0.0,0.0,0.0,0.0
"University of California, Irvine-Computer Science",department_chair,0.0,0.0,0.0,0.0
Utah State University-Chemistry,department_chair,0.0,0.0,0.0,0.0
Dartmouth College-Physics,seminar_contact,1.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Physics,faculty,0.0,0.0,1.0,1.0
"University of California, Davis-Mathematics",faculty,0.0,0.0,0.0,0.0
University of Southern California-Physics,department_chair,0.0,0.0,0.0,0.0
"University of California, Berkeley-Mathematics",faculty,0.0,0.0,0.0,0.0
University of Oklahoma-Mathematics,department_chair,0.0,0.0,0.0,0.0
University of North Carolina at Chapel Hill-Chemistry,faculty,0.0,0.0,0.0,0.0
University of Pennsylvania-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
University of Missouri-Physics,department_chair,0.0,0.0,0.0,0.0
University of Kentucky-Chemistry,department_chair,0.0,0.0,0.0,0.0
"University at Albany, SUNY-Mathematics",faculty,0.0,0.0,0.0,0.0
University of Texas at Dallas-Physics,faculty,0.0,0.0,0.0,0.0
Rice University-Mechanical Engineering,department_chair,1.0,0.0,0.0,0.0
Boston College-Mathematics,department_chair,0.0,0.0,0.0,0.0
Yale University-Mathematics,department_chair,0.0,0.0,0.0,0.0
Washington University in St. Louis-Mathematics,department_chair,0.0,0.0,0.0,0.0
Boston University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
University of Kentucky-Computer Science,department_chair,0.0,0.0,0.0,0.0
Rice University-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
Brown University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Texas at El Paso-Computer Science,department_chair,0.0,0.0,0.0,0.0
Syracuse University-Physics,seminar_contact,1.0,0.0,1.0,1.0
Harvard University-Physics,seminar_contact,0.0,0.0,0.0,0.0
University of Southern California-Chemistry,department_chair,0.0,0.0,0.0,0.0
Purdue University-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
University of Illinois Urbana-Champaign-Mathematics,department_chair,1.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Chemistry,department_chair,0.0,0.0,0.0,0.0
"University at Albany, SUNY-Physics",seminar_contact,0.0,0.0,0.0,0.0
University of Alabama at Birmingham-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
Tufts University-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
University of New Hampshire-Physics,department_chair,0.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Mathematics,faculty,0.0,0.0,0.0,0.0
Colorado State University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Washington-Mechanical Engineering,department_chair,0.0,0.0,1.0,1.0
University of Texas at Arlington-Physics,seminar_contact,1.0,1.0,0.0,1.0
Brandeis University-Physics,department_chair,1.0,0.0,0.0,0.0
University of Alabama-Physics,department_chair,0.0,0.0,0.0,0.0
Cornell University-Physics,seminar_contact,1.0,0.0,0.0,0.0
North Carolina State University-Physics,department_chair,0.0,0.0,0.0,0.0
Temple University-Mathematics,seminar_contact,1.0,1.0,0.0,1.0
University of Louisiana at Lafayette-Mathematics,faculty,0.0,0.0,1.0,1.0
Columbia University-Mathematics,faculty,0.0,0.0,0.0,0.0
Washington University in St. Louis-Chemistry,seminar_contact,,,,
George Washington University-Chemistry,department_chair,0.0,0.0,0.0,0.0
Boston University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Texas at Arlington-Mathematics,department_chair,0.0,0.0,0.0,0.0
Ohio State University-Physics,seminar_contact,,,,
University of Illinois Chicago-Mathematics,department_chair,0.0,1.0,0.0,1.0
"University of California, Los Angeles-Physics",faculty,1.0,0.0,0.0,0.0
Indiana University Bloomington-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
University of Chicago-Mathematics,faculty,0.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Mathematics,faculty,0.0,0.0,0.0,0.0
Brandeis University-Mathematics,faculty,0.0,0.0,0.0,0.0
Boston University-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
Washington State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Carnegie Mellon University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Virginia-Mathematics,faculty,1.0,0.0,0.0,0.0
Cornell University-Computer Science,faculty,0.0,0.0,0.0,0.0
Oregon State University-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
"University of Maryland, College Park-Mathematics",faculty,1.0,0.0,0.0,0.0
Columbia University-Mathematics,faculty,1.0,0.0,0.0,0.0
New Jersey Institute of Technology-Computer Science,department_chair,0.0,0.0,1.0,1.0
Oklahoma State University-Stillwater-Physics,seminar_contact,,,,
University of Connecticut-Mathematics,faculty,0.0,0.0,0.0,0.0
Tulane University-Computer Science,department_chair,1.0,0.0,0.0,0.0
Emory University-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of California, Riverside-Chemistry",department_chair,0.0,0.0,0.0,0.0
University of Illinois Chicago-Physics,seminar_contact,,,,
"University at Albany, SUNY-Mathematics",faculty,0.0,0.0,0.0,0.0
Texas Tech University-Mathematics,department_chair,1.0,0.0,0.0,0.0
Brown University-Computer Science,faculty,0.0,0.0,0.0,0.0
Binghamton University-Mathematics,faculty,1.0,0.0,0.0,0.0
University of North Carolina at Chapel Hill-Computer Science,faculty,1.0,0.0,0.0,0.0
Northwestern University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
Stony Brook University-Physics,faculty,0.0,0.0,0.0,0.0
University of Nebraska-Lincoln-Computer Science,department_chair,0.0,0.0,0.0,0.0
Iowa State University-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
Colorado State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Oregon State University-Computer Science,department_chair,0.0,0.0,0.0,0.0
"University of California, Los Angeles-Physics",seminar_contact,1.0,0.0,0.0,0.0
Wayne State University-Mathematics,faculty,0.0,0.0,0.0,0.0
West Virginia University-Chemistry,seminar_contact,,,,
University of South Carolina-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
University of Washington-Chemistry,seminar_contact,,,,
Cornell University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Texas at Dallas-Mathematics,department_chair,0.0,0.0,0.0,0.0
University of North Carolina at Chapel Hill-Mathematics,faculty,1.0,0.0,0.0,0.0
University of Illinois Chicago-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
University of Houston-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of Maryland, College Park-Computer Science",faculty,0.0,0.0,0.0,0.0
Rensselaer Polytechnic Institute-Mechanical Engineering,department_chair,1.0,0.0,0.0,0.0
Carnegie Mellon University-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
University of Florida-Chemistry,seminar_contact,,,,
Johns Hopkins University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
Northeastern University-Computer Science,department_chair,1.0,0.0,0.0,0.0
University of Louisville-Physics,department_chair,0.0,0.0,0.0,0.0
Ohio State University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Michigan-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Wisconsin-Madison-Mathematics,faculty,0.0,0.0,0.0,0.0
Dartmouth College-Mathematics,faculty,1.0,0.0,0.0,0.0
Colorado State University-Computer Science,department_chair,0.0,0.0,0.0,0.0
University of Texas at Dallas-Physics,department_chair,0.0,0.0,1.0,1.0
"University of California, Santa Barbara-Physics",seminar_contact,1.0,0.0,0.0,0.0
Ohio University-Mathematics,seminar_contact,,,,
Johns Hopkins University-Computer Science,department_chair,0.0,0.0,0.0,0.0
University of Texas at Dallas-Chemistry,seminar_contact,1.0,1.0,0.0,1.0
Vanderbilt University-Mathematics,department_chair,0.0,0.0,0.0,0.0
Michigan State University-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of Virginia-Physics,faculty,0.0,0.0,0.0,0.0
Tufts University-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of California, Los Angeles-Mathematics",department_chair,0.0,0.0,0.0,0.0
Virginia Commonwealth University-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
University of Southern California-Mathematics,faculty,1.0,0.0,0.0,0.0
California Institute of Technology-Mechanical Engineering,seminar_contact,1.0,0.0,1.0,1.0
Northeastern University-Physics,seminar_contact,1.0,0.0,0.0,0.0
Case Western Reserve University-Physics,seminar_contact,1.0,0.0,0.0,0.0
New York University-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
North Dakota State University-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of California, Berkeley-Mathematics",department_chair,0.0,0.0,0.0,0.0
University of Arizona-Physics,faculty,0.0,0.0,0.0,0.0
New York University-Chemistry,department_chair,0.0,0.0,0.0,0.0
"University of California, San Diego-Mathematics",department_chair,0.0,0.0,0.0,0.0
Virginia Commonwealth University-Chemistry,seminar_contact,,,,
Tufts University-Computer Science,seminar_contact,0.0,0.0,0.0,0.0
Colorado School of Mines-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
University of Oklahoma-Chemistry,department_chair,0.0,0.0,0.0,0.0
Northeastern University-Computer Science,seminar_contact,0.0,0.0,0.0,0.0
University of Colorado Denver-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of Louisville-Mathematics,faculty,1.0,0.0,0.0,0.0
Michigan State University-Computer Science,department_chair,0.0,0.0,0.0,0.0
University of Pennsylvania-Chemistry,faculty,0.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Chemistry,department_chair,0.0,1.0,0.0,1.0
University of Illinois Chicago-Mechanical Engineering,seminar_contact,,,,
Ohio State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Kansas State University-Mathematics,faculty,1.0,0.0,0.0,0.0
Ohio State University-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of California, Los Angeles-Computer Science",faculty,0.0,0.0,0.0,0.0
University of Maine-Mathematics,seminar_contact,,,,
University of Illinois Urbana-Champaign-Computer Science,seminar_contact,,,,
University of Oklahoma-Mathematics,faculty,0.0,0.0,1.0,1.0
Texas A&M University-Mathematics,faculty,0.0,0.0,0.0,0.0
Brandeis University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Arizona-Mathematics,seminar_contact,1.0,0.0,1.0,1.0
Louisiana State University-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
Montana State University-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
Cornell University-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
University of Alabama in Huntsville-Physics,department_chair,0.0,0.0,0.0,0.0
University of Mississippi-Physics,department_chair,0.0,0.0,0.0,0.0
University of South Florida-Mathematics,faculty,0.0,0.0,0.0,0.0
Virginia Commonwealth University-Mathematics,faculty,0.0,0.0,0.0,0.0
Rice University-Computer Science,department_chair,0.0,1.0,0.0,1.0
University of North Texas-Mathematics,department_chair,0.0,0.0,0.0,0.0
"University of Maryland, College Park-Mathematics",faculty,0.0,0.0,0.0,0.0
Florida International University-Mathematics,faculty,1.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Physics,seminar_contact,1.0,0.0,0.0,0.0
Emory University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Louisiana at Lafayette-Mathematics,faculty,0.0,0.0,1.0,1.0
University of Iowa-Mathematics,department_chair,0.0,0.0,0.0,0.0
Duke University-Computer Science,faculty,0.0,0.0,0.0,0.0
Colorado State University-Physics,department_chair,0.0,0.0,0.0,0.0
University at Buffalo-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
Dartmouth College-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
Indiana University Bloomington-Physics,seminar_contact,0.0,0.0,0.0,0.0
Arizona State University-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
"University of California, Berkeley-Mechanical Engineering",seminar_contact,1.0,0.0,1.0,1.0
University of Illinois Chicago-Computer Science,department_chair,0.0,0.0,0.0,0.0
University of Montana-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of New Mexico-Mathematics,faculty,0.0,0.0,0.0,0.0
Kansas State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Florida State University-Mathematics,faculty,1.0,0.0,0.0,0.0
Yale University-Chemistry,seminar_contact,,,,
University of Wisconsin-Madison-Mathematics,faculty,0.0,0.0,0.0,0.0
Duke University-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
University of Massachusetts Amherst-Mathematics,faculty,0.0,0.0,0.0,0.0
Kent State University-Mathematics,department_chair,0.0,0.0,0.0,0.0
Brandeis University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Connecticut-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
Iowa State University-Physics,department_chair,0.0,0.0,0.0,0.0
University of Missouri-Mathematics,department_chair,0.0,0.0,0.0,0.0
Washington State University-Mathematics,department_chair,0.0,0.0,0.0,0.0
"University of California, Davis-Mathematics",faculty,0.0,0.0,0.0,0.0
Temple University-Chemistry,seminar_contact,1.0,0.0,1.0,1.0
University of Illinois Chicago-Computer Science,seminar_contact,,,,
University of Utah-Computer Science,department_chair,0.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of California, Santa Cruz-Mathematics",faculty,0.0,0.0,0.0,0.0
Stony Brook University-Physics,department_chair,0.0,0.0,0.0,0.0
Ohio State University-Chemistry,seminar_contact,,,,
"University of California, Los Angeles-Computer Science",department_chair,0.0,0.0,0.0,0.0
Kent State University-Physics,faculty,1.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Computer Science,seminar_contact,0.0,0.0,1.0,1.0
Texas Tech University-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
Purdue University-Mathematics,department_chair,1.0,0.0,0.0,0.0
Stony Brook University-Physics,seminar_contact,1.0,0.0,0.0,0.0
Georgetown University-Physics,department_chair,1.0,0.0,1.0,1.0
Columbia University-Chemistry,department_chair,1.0,0.0,0.0,0.0
University of New Hampshire-Mathematics,department_chair,0.0,0.0,0.0,0.0
George Mason University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Georgia-Mathematics,seminar_contact,,,,
Tulane University-Mathematics,faculty,0.0,0.0,0.0,0.0
Rice University-Physics,faculty,0.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
University of Michigan-Mathematics,faculty,0.0,0.0,0.0,0.0
West Virginia University-Physics,seminar_contact,,,,
Tulane University-Computer Science,seminar_contact,1.0,0.0,1.0,1.0
Brandeis University-Computer Science,department_chair,0.0,0.0,0.0,0.0
University of Texas at Arlington-Computer Science,department_chair,0.0,0.0,0.0,0.0
University of Minnesota-Computer Science,department_chair,0.0,0.0,0.0,0.0
Utah State University-Chemistry,seminar_contact,,,,
University of Colorado Boulder-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Chicago-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
University of Missouri-Physics,faculty,0.0,0.0,0.0,0.0
University of Louisiana at Lafayette-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Colorado Boulder-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
Louisiana State University-Computer Science,department_chair,0.0,0.0,0.0,0.0
University of Delaware-Mathematics,faculty,1.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Mathematics,faculty,0.0,0.0,1.0,1.0
University of Delaware-Mathematics,faculty,0.0,0.0,0.0,0.0
Georgia Institute of Technology-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of Alabama at Birmingham-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
University of Wisconsin-Madison-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
University of Alabama at Birmingham-Mathematics,department_chair,1.0,0.0,0.0,0.0
University of Oklahoma-Mathematics,faculty,0.0,1.0,0.0,1.0
Washington University in St. Louis-Computer Science,department_chair,0.0,0.0,0.0,0.0
Johns Hopkins University-Mathematics,faculty,0.0,0.0,0.0,0.0
Yale University-Computer Science,department_chair,1.0,0.0,0.0,0.0
Binghamton University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
Florida State University-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
Georgia Institute of Technology-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
Stanford University-Physics,department_chair,0.0,0.0,0.0,0.0
North Carolina State University-Mechanical Engineering,seminar_contact,0.0,0.0,0.0,0.0
Florida International University-Mathematics,department_chair,1.0,0.0,0.0,0.0
University at Buffalo-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
University of Chicago-Chemistry,faculty,1.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Physics,faculty,0.0,0.0,0.0,0.0
Johns Hopkins University-Physics,seminar_contact,0.0,0.0,0.0,0.0
"University of California, San Diego-Mathematics",faculty,0.0,0.0,0.0,0.0
"University of California, Santa Barbara-Mathematics",faculty,0.0,1.0,0.0,1.0
Ohio State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Carnegie Mellon University-Computer Science,faculty,0.0,0.0,0.0,0.0
Columbia University-Mathematics,faculty,0.0,0.0,0.0,0.0
Florida International University-Mathematics,seminar_contact,0.0,0.0,1.0,1.0
North Carolina State University-Chemistry,faculty,0.0,0.0,0.0,0.0
University of Connecticut-Physics,department_chair,0.0,0.0,0.0,0.0
North Dakota State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Louisiana State University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
Colorado School of Mines-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
George Mason University-Physics,department_chair,0.0,0.0,1.0,1.0
Tufts University-Mathematics,department_chair,1.0,0.0,0.0,0.0
University of Oklahoma-Physics,department_chair,0.0,0.0,1.0,1.0
University of Louisville-Mathematics,faculty,0.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Mathematics,faculty,0.0,0.0,0.0,0.0
Boston University-Computer Science,department_chair,0.0,0.0,0.0,0.0
Brown University-Mathematics,faculty,0.0,0.0,0.0,0.0
Stanford University-Mathematics,faculty,0.0,0.0,0.0,0.0
Ohio State University-Mathematics,faculty,1.0,1.0,0.0,1.0
University of Illinois Urbana-Champaign-Computer Science,department_chair,1.0,0.0,0.0,0.0
University of Pennsylvania-Mechanical Engineering,seminar_contact,0.0,0.0,0.0,0.0
Columbia University-Physics,seminar_contact,0.0,0.0,0.0,0.0
Pennsylvania State University-Mathematics,department_chair,0.0,0.0,0.0,0.0
West Virginia University-Chemistry,department_chair,0.0,0.0,0.0,0.0
Dartmouth College-Physics,department_chair,0.0,0.0,0.0,0.0
University of Houston-Chemistry,faculty,0.0,0.0,0.0,0.0
Boston University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
University of Pittsburgh-Physics,seminar_contact,1.0,0.0,0.0,0.0
"University of California, Riverside-Physics",department_chair,1.0,0.0,0.0,0.0
Oklahoma State University-Stillwater-Physics,department_chair,1.0,0.0,0.0,0.0
University of Pennsylvania-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
"University of California, San Diego-Mathematics",faculty,1.0,0.0,0.0,0.0
Boston University-Physics,department_chair,0.0,0.0,0.0,0.0
California Institute of Technology-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of Georgia-Chemistry,department_chair,0.0,0.0,0.0,0.0
Florida State University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
University of Florida-Computer Science,department_chair,0.0,0.0,1.0,1.0
Syracuse University-Physics,department_chair,1.0,0.0,0.0,0.0
University of Chicago-Mathematics,seminar_contact,1.0,0.0,1.0,1.0
Texas A&M University-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
University of Massachusetts Amherst-Chemistry,department_chair,0.0,0.0,1.0,1.0
Wayne State University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Kentucky-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Physics,department_chair,0.0,0.0,0.0,0.0
University of Arizona-Chemistry,department_chair,0.0,0.0,0.0,0.0
California Institute of Technology-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
Iowa State University-Mathematics,seminar_contact,,,,
Duke University-Mechanical Engineering,department_chair,1.0,0.0,0.0,0.0
University of Pennsylvania-Chemistry,department_chair,0.0,0.0,0.0,0.0
Boston University-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
"University of California, San Diego-Physics",seminar_contact,0.0,0.0,0.0,0.0
Virginia Tech-Physics,faculty,0.0,0.0,0.0,0.0
Harvard University-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
Wayne State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Wayne State University-Chemistry,faculty,0.0,0.0,0.0,0.0
Cornell University-Computer Science,faculty,0.0,0.0,0.0,0.0
University of Michigan-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
George Mason University-Physics,seminar_contact,1.0,0.0,0.0,0.0
Auburn University-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
North Carolina State University-Computer Science,seminar_contact,0.0,0.0,0.0,0.0
"University of California, Los Angeles-Physics",seminar_contact,1.0,0.0,1.0,1.0
Ohio State University-Physics,seminar_contact,1.0,0.0,0.0,0.0
University of South Florida-Mathematics,department_chair,0.0,0.0,0.0,0.0
Colorado State University-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
Stony Brook University-Mathematics,department_chair,0.0,0.0,0.0,0.0
University of Florida-Physics,faculty,0.0,0.0,0.0,0.0
Texas A&M University-Physics,seminar_contact,1.0,1.0,0.0,1.0
University of Iowa-Chemistry,department_chair,1.0,0.0,0.0,0.0
University of Maine-Physics,department_chair,0.0,0.0,0.0,0.0
