seminar_id,university,discipline,seminar_name,seminar_link
88e4bb-42a696-21,Clemson University,Mathematics,Analysis Seminar,https://www.math.clemson.edu/AnalysisSeminar/
88fb67-faa470-7e,University of Utah,Mathematics,Departmental Colloquium,https://www.math.utah.edu/research/colloquia/
8906b2-b81d67-a8,"University of California, Davis",Mathematics,Special Events,https://www.math.ucdavis.edu/research/seminars?type=10&when=past
894ef5-8a3df1-bc,"University of California, Santa Barbara",Chemistry,B. R. Baker Lecture,https://www.chem.ucsb.edu/news/events/seminars#baker
896fd1-6c9ee6-e3,University of Georgia,Chemistry,Analytical Seminar,https://www.chem.uga.edu/events/past?field_type_of_event_target_id=23&items_per_page=10&page=1
89982c-08ba85-47,"Graduate Center, CUNY",Mathematics,Set Theory Seminar,https://nylogic.github.io/set-theory-seminar.html
89a788-3b9677-f3,California Institute of Technology,Mathematics,Logic Seminars,https://logic.math.caltech.edu/
89d567-5244dd-f4,Florida State University,Computer Science,Colloquium,https://www.sc.fsu.edu/news-and-events/seminars
8a32d7-d047e6-85,"University of California, Riverside",Physics,Colloquium Series,https://www.physics.ucr.edu/colloquia-seminars
8a6862-b80f30-39,Georgia Institute of Technology,Chemistry,Chemistry Seminar,https://chemistry.gatech.edu/hg/past-events?page=2
8a805b-bac800-b1,"University of California, Irvine",Computer Science,Information Systems Group Talks,https://isg.ics.uci.edu/talks/
8a91b3-d684a2-21,University of Mississippi,Mathematics,Probability & Statistics Seminar,https://math.olemiss.edu/statistics-seminar/
8af320-b4b262-f6,Michigan State University,Mathematics,Applied Mathematics Seminar,https://math.msu.edu/research/seminar.aspx?seriesId=50
8b2ce9-dc67fb-5d,University of Houston,Physics,Physics Colloquium,https://uh.edu/nsm/physics/news-events/colloquium/
8b2f77-a35bb7-75,University of Houston,Mathematics,Partial Differential Equations Seminar,https://www.math.uh.edu/pde/pde-history.html
8b4552-5b11ca-ca,University of Wisconsin-Madison,Physics,Condensed Matter Theory Group Seminar,https://www.physics.wisc.edu/events/?year=2023&semester=Fall&name=CondensedMatter
8b4e81-dda4a0-23,Northwestern University,Mathematics,Analysis Seminar,https://www.math.northwestern.edu/activities/seminars/?group=AnSe&startDate=2023-11-07T06%3A00%3A00.000Z&endDate=2023-11-21T06%3A00%3A00.000Z&days=undefined
8b533f-e01c0b-a9,Rutgers University-New Brunswick,Mathematics,Logic Seminar,https://sites.math.rutgers.edu/~sthomas/seminar.html
8b63a1-adb166-94,Texas A&M University,Mathematics,Mathematical Biology Seminar,https://www.math.tamu.edu/seminars/Mathematical_Biology/
8bb43e-0dd591-fd,Ohio State University,Mathematics,Representations and Lie Theory Seminar,https://research.math.osu.edu/reps/seminars-Au23.html
8bd481-23905d-b6,Florida State University,Chemistry,Organic Seminar,https://www.chem.fsu.edu/seminars/?type=Organic
8be985-e22b73-3e,"University of California, Berkeley",Computer Science,EECS Colloquium,https://eecs.berkeley.edu/research/colloquium/archives/fall2023/
8bf661-4f6e95-52,Kent State University,Mathematics,Colloquium,https://www.kent.edu/math/events
8bf934-ec7527-99,Indiana University Bloomington,Mathematics,Departmental Colloquium,https://math.indiana.edu/seminars/index.html
8c10f4-e13fa1-d7,University of Connecticut,Mathematics,UConn Logic Colloquium,https://math.uconn.edu/calendar-2/
8c6d07-f3155b-6d,Cornell University,Computer Science,Theory Seminar,https://www.cs.cornell.edu/content/spring-2024-theory-seminar
8c8295-dcf26c-9b,"University of California, Berkeley",Mathematics,Colloquium,https://math.berkeley.edu/about/upcoming-events/department-colloquium/fall-2023-colloquium
8c8c3c-d564e1-49,"University of Maryland, College Park",Mathematics,Number Theory and Representation Theory,https://www-math.umd.edu/research/seminars/number-theory-and-representation-theory.html
8ca0e5-b8edeb-a4,Wayne State University,Mathematics,Probability and Statistics,https://events.wayne.edu/search/?q=probability+and+statistics
8cba67-ae989a-04,Cornell University,Mathematics,Algebraic Geometry Seminar,https://pi.math.cornell.edu/m/event-list-p/algebraicgeom
8cd459-fe4127-43,University of Oklahoma,Mathematics,Algebra and Representation Theory Seminar,https://math.ou.edu/events/seminars/arts
8cda65-139de9-65,University of Massachusetts Amherst,Mathematics,Reading Seminar on Automorphism Groups of Manifolds,https://www.umass.edu/mathematics-statistics/seminars/reading-seminar-on-automorphism-groups-of-manifolds?semester_tid=107
8cf2f4-781031-fa,University of Kansas,Chemistry,DyMERS Seminars,https://chem.ku.edu/about/seminars/dymers
8d24be-52d495-3b,Columbia University,Mathematics,Applied Probability Seminar Series,https://stat.columbia.edu/applied-probability-seminar-series/
8d2fe7-0b6506-38,Cornell University,Physics,Colloquia,https://physics.cornell.edu/upcoming-colloquia
8d3837-0ee3fa-79,Colorado State University,Mathematics,Applied Category Theory,https://csu-applied-category-theory.github.io/
8d473b-520b24-3d,Brown University,Chemistry,Chemistry Colloquium,https://chemistry.brown.edu/events/seminars
8daa09-344943-e1,"University of California, Berkeley",Mathematics,Northern California Geometry Seminar,https://events.berkeley.edu/math/month/date/20230801
8de2f5-51921e-2e,Florida International University,Mathematics,Colloquium,https://case.fiu.edu/mathstat/seminars/
8de565-6743ec-e5,Arizona State University,Chemistry,SMS Seminars,https://sms.asu.edu/about/SMS-Seminars#tab-id-2152-1/
8e15ad-7bf5c8-78,University of Pittsburgh,Chemistry,Seminars,https://www.chem.pitt.edu/events-seminars
8e1801-de6ab3-fd,"University of California, Berkeley",Chemistry,Organic Chemistry Seminar Lecture,https://events.berkeley.edu/chem/month/date/20230801
8e6fd4-8b26c1-14,"University of California, Berkeley",Physics,Physics Condensed Matter Seminar,https://events.berkeley.edu/physics/month/date/20230801
8e8971-ed2625-18,Stony Brook University,Chemistry,Engaging Undergraduates in Research Lecture Series,https://www.stonybrook.edu/commcms/chemistry/Seminars/PUI_LectureSeries.php
8ef5e6-862f90-29,"University of California, Santa Barbara",Mathematics,Seminar on Geometry and Arithmetic,https://sites.google.com/view/seminarongeometryandarithmetic/
8f2db6-f5b9e2-b9,"University of California, Irvine",Mathematics,Inverse Problems Seminar,https://www.math.uci.edu/seminars-calendar/month/2023-08
8f3c8b-97f8e7-e4,University of Oklahoma,Chemistry,Seminars,https://www.ou.edu/cas/chemistry/news-events/events/seminars
8f68f5-8c76fa-3b,"University of California, Berkeley",Mathematics,Serge Lang Lectures,https://math.berkeley.edu/about/events/lectures/serge-lang
8f6d42-5f019f-d3,Montana State University,Physics,Physics Colloquium,https://physics.montana.edu/news/collosched.html
8f83c8-44b530-a3,University of North Carolina at Chapel Hill,Chemistry,Inorganic Chemistry Seminars,https://chem.unc.edu/events-calendar/
8fcd0d-8c43a5-32,Ohio State University,Chemistry,Organic/Inorganic Seminars,https://www.chemistry.ohio-state.edu/events?field_evt_date_range_end_value_1=08%2F01%2F2023&field_evt_date_range_value=12%2F29%2F2023&field_evt_taxonomy2_target_id=57
8fe7da-2930c6-1b,Old Dominion University,Mathematics,Richard F. Barry Jr Seminar Series,https://www.odu.edu/math/seminar
90368f-0d4672-eb,Purdue University,Physics,Nuclear Physics Seminar,https://www.physics.purdue.edu/events/nuclear-physics-seminar/archive.html
905d6e-1462e5-2f,"University of California, Davis",Mathematics,Faculty Research Seminar,https://www.math.ucdavis.edu/research/seminars?type=30&when=past
90731d-d7251d-93,University of Wisconsin-Madison,Chemistry,Chemical Education Seminars,https://chem.wisc.edu/chemistry-education-seminars/
907bf9-56b6cb-0c,University of Florida,Mathematics,Algebra Seminar,https://people.clas.ufl.edu/jeremybooher/seminar/
90972a-c6d5a9-74,University of Tennessee,Mathematics,Geometry Seminar,https://calendar.utk.edu/department/mathematics/calendar/month/2023/11
90ec43-9f1fb5-27,University of North Carolina at Chapel Hill,Mathematics,Ergodic Theory Seminars,https://math.unc.edu/events/ergodic-theory/
9103cc-1faafd-4e,Boston University,Mathematics,Dynamical Systems Seminar,https://math.bu.edu/dynamics/seminar.html
910626-6f93b2-c8,"University of California, Los Angeles",Mathematics,Topology Seminar,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Topology&id=&tba=
910890-842604-65,Columbia University,Mathematics,Applied Mathematics Colloquium,https://www.apam.columbia.edu/applied-mathematics-colloquium-67
91528d-d70fde-e5,Duke University,Computer Science,Computer Science Colloquium,https://cs.duke.edu/events/can-one-model-rule-them-all-tailoring-large-language-models-specialized-domains-specific
91592c-c83293-04,University of Missouri,Physics,Astrophysics/Relativity Seminars,https://physics.missouri.edu/events/astrophysics-relativity
91a074-655cf0-b5,"University of California, Irvine",Mathematics,Dynamical Systems Seminar,https://www.math.uci.edu/seminars-calendar/month/2023-08
91ca8b-20baec-a2,Boston University,Chemistry,Monday Colloquium,https://www.bu.edu/chemistry/research/seminars/monday-colloquium-series-2023-2024/
91dd59-d2a922-05,"University of California, San Diego",Mathematics,Functional Analysis Seminars,https://mathweb.ucsd.edu/~pganesan/functional-analysis-seminar.html
9218fa-4573e3-8f,University of Minnesota,Mathematics,IMA Data Science Seminar,https://cse.umn.edu/ima/data-science-seminars
921db4-5edcc3-1e,"University of California, Berkeley",Mathematics,Informal String-Math Seminar,https://events.berkeley.edu/math/month/date/20230801
921f13-145e69-56,Boston University,Mathematics,Number Theory Seminars,https://math.bu.edu/research/algebra/seminar.html
922d4d-915a67-06,Stony Brook University,Computer Science,Distinguished Lecture,https://www.cs.stonybrook.edu/events
925d8e-21826d-9c,Oklahoma State University-Stillwater,Mathematics,Topology Seminar,https://www.mathdept.okstate.edu/announce/
92a5cc-aef83f-8d,Binghamton University,Computer Science,Invited Speaker Series,https://www.binghamton.edu/computer-science/about/speaker-series/index.html
92acb2-1f25a2-6a,Boston University,Mathematics,New England Dynamics Seminar,https://sites.brown.edu/joint-dynamics-seminar/
92f339-e8dfcc-61,Temple University,Physics,Seminars,https://phys.cst.temple.edu/seminars.html
92f997-15415a-f0,"University of California, San Diego",Physics,Physics Seminar,https://physics.ucsd.edu/events/seminars-colloquia
930bcf-5d8cd3-b3,Oregon State University,Mechanical Engineering,Materials and Devices Seminar,https://engineering.oregonstate.edu/events
934799-018a2f-93,Boston University,Mechanical Engineering,MechE Spring Seminar Series,https://www.bu.edu/eng/news-events/events-calendar/?eid=278259
935aef-d278ba-ac,"University of California, Los Angeles",Mathematics,Probability Seminar,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Probability&id=&tba=
936047-ffa5fb-ed,Clemson University,Computer Science,School of Computing Seminars,https://www.clemson.edu/cecas/departments/computing/news-events/seminar/index.html
9368ce-daae78-f7,Kansas State University,Mathematics,M-Seminar,https://www.math.ksu.edu/research/centers-groups/m-center/seminars.html
938cf3-201780-68,Stony Brook University,Physics,Physics and Astronomy Colloquium,https://www.stonybrook.edu/commcms/physics/events/colloquium.php?accordion=content-d19e300
939278-c83e19-d9,University of Pennsylvania,Mathematics,Math-Physics Joint Seminar,https://www.math.upenn.edu/events/seminars/math-physics-joint-seminar
939f3c-b0f39d-6e,University of Minnesota,Chemistry,Departmental Seminar,https://cse.umn.edu/chem/past-seminars-events?field_category_target_id=4081
93c229-58ef11-36,Carnegie Mellon University,Computer Science,Human-Computer Interaction Seminar,https://hcii.cmu.edu/seminar-series
93cb37-006186-d4,University of Michigan,Mathematics,Commutative Algebra,https://lsa.umich.edu/math/seminars/seminars-and-colloquia/commutative-algebra.html#date=2024-03-10&view=month
93e080-b3e46c-a0,"University of California, Berkeley",Mathematics,Commutative Algebra and Algebraic Geometry Seminar,https://events.berkeley.edu/math/month/date/20230801
944599-aba4e5-da,Tulane University,Mathematics,AMS/AWM Seminar,https://tulane.app.box.com/s/wbnght44vdkawuvb7abkylx2z503cqip
948e19-f5b647-93,New York University,Mathematics,Harmonic Analysis and Signal Processing Seminar,https://math.nyu.edu/~gunturk/Seminar_Schedule.html
949156-8d5fe1-5f,"University of Maryland, College Park",Mathematics,Mathematical Data Science,https://www-math.umd.edu/research/seminars/mathematical-data-science.html
94968b-af2b90-21,Boston University,Physics,HET Seminar,https://www.bu.edu/physics/events/?date=20231101&topic=8184
94b6c0-dfe052-ec,Wayne State University,Physics,Physics & Astronomy Colloquium,https://clas.wayne.edu/physics/seminars/physics
94d027-450cf9-35,University of Notre Dame,Mathematics,Discrete Mathematics Seminars,https://math.nd.edu/events/calendar/discrete-mathematics-seminar/
94dccd-adb6ce-92,Rutgers University-New Brunswick,Physics,Center for Quantitative Biology,https://cqb.rutgers.edu/news-events/past-events
94de49-8f870a-93,Arizona State University,Chemistry,Materials Science & Engineering Seminars,https://semte.engineering.asu.edu/seminars/
95382e-d29ef6-f4,Texas Tech University,Chemistry,Departmental Seminar,https://www.depts.ttu.edu/chemistry/Seminars/fall23.php
954a40-a4f705-52,University of Michigan,Mathematics,"Group, Lie and Number Theory",https://lsa.umich.edu/math/seminars/seminars-and-colloquia/group-lie-number-theory.html#view=week
95accd-4b4be7-a9,"University of California, Santa Barbara",Mathematics,Mathematics Colloquium,http://www.math.ucsb.edu/~dai/colloquia2013.html
95b948-4f138e-0c,University of Southern Mississippi,Mechanical Engineering,Seminars,https://www.usm.edu/polymer-science-engineering/seminar-schedule.php
95f15d-fa9e6a-f7,Florida State University,Physics,Astrophysics Seminar,https://physics.fsu.edu/news-events/astrophysics-seminar
95f835-0ffd71-af,Arizona State University,Computer Science,Seminars,https://scai.engineering.asu.edu/invited-talks-and-lectures/
9615e8-4f1bf5-b1,University of Notre Dame,Physics,Nuclear Physics Seminar,https://physics.nd.edu/news-events/events/calendar/nuclear-seminar/
96213c-5545cc-02,Louisiana State University,Mathematics,Algebra and Number Theory Seminar,https://www.math.lsu.edu/calendar?selecttime=all&selectevent=Algebra+and+Number+Theory+Seminar
962ddf-492353-c4,Georgia Institute of Technology,Computer Science,IDEaS Generative AI Seminar,https://www.cc.gatech.edu/events/2023/10/31/ideas-generative-ai-seminar-adobe-firefly-empowering-human-creativity-generative
962ebc-998abd-e7,"University of Nevada, Las Vegas",Physics,Forum,https://www.physics.unlv.edu/schedules/forums-past/forum-F23.html
963763-62c1c9-82,University of Memphis,Mathematics,Functional Analysis Seminar,https://www.memphis.edu/msci/news/calendar.php
9646c4-ad5395-b2,Carnegie Mellon University,Computer Science,"Algorithms, Combinatorics and Optimization Seminar (ACO)",https://aco.math.cmu.edu/seminar.html
965cb6-82226f-71,Princeton University,Physics,Donald Ross Hamilton Colloquia,https://phy.princeton.edu/events/donald-r-hamilton-colloquium-series/past-hamilton-lecture-speakers
966b0e-486f89-78,Michigan State University,Computer Science,CMSE Seminar,https://cmse.msu.edu/NewsEvents/cmse_seminar/cmse_seminar.aspx
9696e1-6c9766-c3,Stony Brook University,Physics,Joint SBU/BNL Cosmology Seminar,https://www.stonybrook.edu/commcms/physics/events/seminars
96a32d-1bc325-b2,University of Colorado Denver,Chemistry,Kohn-Damrauer Lectureship,https://clas.ucdenver.edu/chemistry/seminars-and-events/kohn-damrauer-endowed-chemistry-lectureship
96ac5b-1dd134-5d,Johns Hopkins University,Physics,Experimental Particle Physics Seminars,https://physics-astronomy.jhu.edu/series/experimental-particle-physics-seminar-series/
96afb3-38b0d9-92,"University of California, Los Angeles",Physics,HEAP Seminars,https://heapsem.pa.ucla.edu/
96c414-37e233-ec,Kent State University,Mathematics,Computational and Applied Math Seminar,https://www.math.kent.edu/~zheng/AppliedMathSeminar.html
97048e-ee239f-fb,Boston University,Computer Science,Colloquium Series,https://www.bu.edu/rhcollab/events/colloquium-series/
971367-5fd2fe-05,Louisiana State University,Physics,Physics & Astronomy Colloquium,https://www.lsu.edu/physics/colloquia-seminars/fall_2023.php
975048-4cf33b-e4,Columbia University,Mathematics,Geometric Topology Seminar,https://www.math.columbia.edu/department/gtseminar/
976118-42ee8a-f6,Auburn University,Chemistry,Chemistry and Biochemistry Colloquia,https://www.auburn.edu/academic/cosam/departments/chemistry/colloquium/index.htm
979236-3b96d8-be,"University of California, Los Angeles",Chemistry,Physical Chemistry Seminar 228,https://www.chemistry.ucla.edu/calendar/month/2023-09/
97b4bc-abdb40-4c,George Mason University,Mathematics,"Topology, Algebraic Geometry and Dynamics Seminar (TADS)",https://science.gmu.edu/academics/departments-units/mathematical-sciences/topology-algebraic-geometry-and-dynamics-seminar
97bbac-0098cb-fc,"University of California, Santa Cruz",Physics,Condensed Matter Seminar,https://www.physics.ucsc.edu/news-events/condensed/index.html
982bbb-b3e980-34,Clemson University,Physics,Atmospheric and space physics seminar,https://www.clemson.edu/science/academics/departments/physics/news-events/seminars.html
9842ab-884d58-36,"University of California, Berkeley",Mathematics,Quantum Many-Body Seminar,https://github.com/lin-lin/Quantum290
9874cf-ce5618-5e,Oregon State University,Physics,Physics Colloquia,https://physics.oregonstate.edu/physics-news-events/colloquia
988554-4c0175-a3,Florida State University,Chemistry,CBE Seminar,https://eng.famu.fsu.edu/event/cbe-seminar-joseph-schlenoff-0
9887a8-15e5a5-3f,Oregon State University,Mathematics,Mathematical Biology Seminar,https://internal.math.oregonstate.edu/events?type=13&search=
98d306-642ad6-08,Drexel University,Mechanical Engineering,Seminar Series,https://drexel.edu/engineering/academics/departments/mechanical-engineering/events/seminar-series/
991e5a-a4de9a-5b,University of Illinois Urbana-Champaign,Chemistry,Organic Chemistry Seminar,http://illinois.edu/calendar/list/513
9925a0-0b98ae-81,University of Texas at Dallas,Mathematics,"Geometry, Topology, Dynamical Systems Seminar",https://math.utdallas.edu/geometry-topology-dynamical-systems-seminar/
994e47-382084-10,Rice University,Mathematics,Geometry Seminar,https://docs.google.com/document/d/1Wexd3zT6DIE8tV-E-u51Ho_MePtgXsQodGAY-blCGnw/edit
99643c-f7005c-63,"Graduate Center, CUNY",Mathematics,Harmonic Analysis & PDE Seminar,https://sites.google.com/view/cuny-hapde/home
998a0a-27643d-a5,University of Pennsylvania,Mathematics,Analysis Seminar,https://www.math.upenn.edu/events/seminars/analysis-seminar
99ed4c-d932fe-68,University of Colorado Boulder,Mathematics,Mathematical Physics Seminar,https://math.colorado.edu/seminars/
9a0854-d090f0-23,Oklahoma State University-Stillwater,Chemistry,Chemistry Seminars,https://cas.okstate.edu/department_of_chemistry/department_of_chemistry_seminars.html
9a38e8-b24e10-29,Northeastern University,Physics,Physics Colloquium,https://cos.northeastern.edu/events/physics-colloquium-prof-jeff-gore-mit/
9a8e4d-37d2aa-29,University of Michigan,Mathematics,Integrable Systems and Random Matrix Theory,https://lsa.umich.edu/math/seminars/seminars-and-colloquia/integrable-systems-random-matrix-theory.html#view=week
9ab20d-3feb9d-82,Baylor University,Mathematics,Analysis Seminar,https://sites.baylor.edu/brian_simanek/analysis_seminar/
9ada1a-06a217-96,University of Connecticut,Mathematics,Analysis and Probability Seminar,https://math.uconn.edu/calendar-2/
9b0a83-311bc4-74,"University of California, San Diego",Mechanical Engineering,"Fluid Mechanics, Combustion, & Engineering Physics",https://mae.ucsd.edu/seminars/archives?field_seminar_series_target_id=6
9b11b5-fd84b9-6b,Auburn University,Mathematics,Applied and Computational Mathematics Seminar,https://auburn.edu/cosam/mathseminar/index.htm
9b1836-4fa550-a3,"University of California, Los Angeles",Mathematics,Colloquium,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Colloquium&id=&tba=1
9b4494-e6a770-22,New Jersey Institute of Technology,Mathematics,Statistics Seminar,https://math.njit.edu/statistics-seminar-fall-2023
9b5023-8bf5b0-ca,"University of California, Santa Barbara",Mechanical Engineering,Seminar,https://me.ucsb.edu/events?field_event_type_value=seminar&keys=&field_event_date_value%5Bvalue%5D%5Bdate%5D=
9b6e32-7c4709-00,"University of California, Davis",Physics,QMAP Particles/Cosmology Seminar,https://physics.ucdavis.edu/news-events/colloquia-and-seminars/qmap-calendar
9b91c5-cdf862-34,Florida State University,Mechanical Engineering,Distinguished Seminar Series,https://eng.famu.fsu.edu/event/distinguished-seminar-series-ronald-larson-phd
9b961d-1d6422-ee,University of Pennsylvania,Mathematics,Probability and Combinatorics,https://www.math.upenn.edu/events/seminars/probability-and-combinatorics
9bb845-14335d-15,Purdue University,Mechanical Engineering,Purdue ME Distinguished Seminar Series,https://engineering.purdue.edu/ME/Seminars
9bc45b-7e5f12-c5,Princeton University,Mathematics,Analysis Seminar,https://www.math.princeton.edu/events/seminars/analysis-seminar/archive/254
9bc912-aec49e-62,Indiana University Bloomington,Mathematics,Logic Seminar,https://math.indiana.edu/seminars/index.html
9bd382-d00cff-19,University of Georgia,Chemistry,Organic Seminar,https://www.chem.uga.edu/events/past?field_type_of_event_target_id=20&items_per_page=10&page=0
9be8e9-d6e229-4f,"University of California, Berkeley",Mathematics,Probability Seminar,https://events.berkeley.edu/math/month/date/20230801
9bf44a-1fbf46-ac,University of Virginia,Physics,Atomic Physics Seminars,http://www.physics.virginia.edu/Announcements/talk-list.asp?GID=atomic_sem_committee&ORDER=desc&OMITNULL=1&MAXTALK=50&SHOWMORE=1
9c4f45-9106df-57,Ohio State University,Mathematics,Geometric Theory and Topology Seminar,https://sites.google.com/view/topoandggt/fall-2023?authuser=0
9c7aba-df7b87-40,Massachusetts Institute of Technology,Chemistry,Inorganic Chemistry Seminars,https://chemistry.mit.edu/wp-content/uploads/2024/02/Seminar-official-schedule-Updated-2_15.pdf
9c8930-de0b8f-5b,University of Utah,Physics,Condensed Matter/Biophysics,https://web.physics.utah.edu/~heap/
9cb837-8982bd-b2,University of North Carolina at Chapel Hill,Chemistry,Analytical Chemistry Seminars,https://chem.unc.edu/events-calendar/
9dde82-2cf9a0-89,"University of California, Irvine",Physics,Physics Department Colloquium,https://www.physics.uci.edu/seminars?field_date_value%5Bvalue%5D%5Byear%5D=2023&field_date_value%5Bvalue%5D%5Bmonth%5D=8&field_date_value%5Bvalue%5D%5Bday%5D=1
9dfc3d-e02114-c7,Cornell University,Computer Science,Graphics-Vision Seminar,https://www.cs.cornell.edu/courses/cs7690/2023sp/
9e1636-773cc0-d6,University of Wisconsin-Madison,Mathematics,Physical Applied Math,https://wiki.math.wisc.edu/index.php/Applied/Physical_Applied_Math/Fall2023
9e7616-191888-ca,Texas A&M University,Mathematics,Seminar in Random Tensors,https://www.math.tamu.edu/seminars/randomtensors/
9ec117-a13f2f-a7,University of Colorado Boulder,Physics,Condensed Matter Seminar,https://physicscourses.colorado.edu/seminars/cmpseminar/index.html
9eec13-bdb8fa-21,University of Michigan,Mathematics,"RTG Seminar on Geometry, Dynamics and Topology",https://lsa.umich.edu/math/seminars/seminars-and-colloquia/rtg-seminar-geometry-dynamics-topology.html#view=month
9f0f10-9218b6-47,Baylor University,Physics,Department Colloquium Series,https://physics.artsandsciences.baylor.edu/colloquia-and-seminars
9f7851-d7e9fe-64,Washington State University,Mathematics,Colloquia,https://www.math.wsu.edu/Calendar/colloquia.php
9f8c2c-63a362-7c,University of Michigan,Computer Science,Systems Seminars,https://cse.engin.umich.edu/events/all-seminars/systems/
9f9034-b4d1c1-a2,University of Miami,Physics,Seminars,https://physics.as.miami.edu/events/seminars/index.html
9f98e4-dab545-75,George Mason University,Mathematics,"Geometry MMA: Metrics, Measures, and Algorithms",https://science.gmu.edu/academics/departments-units/mathematical-sciences/geometry-mma-metrics-measures-and-algorithms
9fba06-8ec63c-1d,University of Iowa,Mathematics,Seminars,https://math.uiowa.edu/events/seminars
a030d1-c9bb9f-01,Virginia Tech,Mechanical Engineering,RADS Speaker Series,https://me.vt.edu/news/speakerseries/distspeaker-rads.html
a082c6-8a899c-90,Purdue University,Chemistry,Biochemistry Seminar,https://www.chem.purdue.edu/about_us/calendar.html
a09b69-ac54b3-f9,University of Oklahoma,Mathematics,Analysis Seminar,https://math.ou.edu/events/seminars/analysis
a0def1-6db309-2d,Princeton University,Chemistry,Chemical Biology Seminar,https://chemistry.princeton.edu/department/seminars-events/?event_range=past&event_type=8&event_research_area=223&event_search=
a0e96a-89bd69-cd,University of Illinois Urbana-Champaign,Chemistry,Inorganic/Materials Chemistry Seminars,http://illinois.edu/calendar/list/484
a14b0f-e0e173-7a,University of Massachusetts Amherst,Mathematics,Geometry & Topology Seminar,https://www.umass.edu/mathematics-statistics/seminars/geometry-and-topology-seminar?semester_tid=107
a1547d-8134c1-b4,University of Colorado Boulder,Mathematics,Mathematics Education Seminar,https://math.colorado.edu/seminars/
a1a896-494645-f2,Auburn University,Mathematics,Seminars on Analysis and Stochastic Analysis (SASA),https://webhome.auburn.edu/~lzc0090/SASA.html
a1ac90-07c9ce-ff,Carnegie Mellon University,Mathematics,CNA Seminars,https://www.cmu.edu/math/cna/events/seminars.html
a1b047-9256cd-f3,University of New Mexico,Chemistry,Department of Chemistry and Chemical Biology Seminars,https://chemistry.unm.edu/news-events/upcoming-seminars.html
a1b52a-496f63-f3,University of Pennsylvania,Mechanical Engineering,Mechanical Engineering and Applied Mechanics,https://events.seas.upenn.edu/calendar/tag/meam/list/
a1e3a6-90a657-61,Case Western Reserve University,Physics,Colloquia,https://physics.case.edu/colloquia/
a2237f-432669-4e,University of Georgia,Mathematics,Applied Math,https://calendar.google.com/calendar/u/0/embed?src=hsfopotkfln0n0fn6brslot3o8@group.calendar.google.com&ctz=America/New_York
a23799-803c98-39,Massachusetts Institute of Technology,Physics,Nuclear and Particle Theory Seminar,https://physics.mit.edu/research/labs-centers/center-for-theoretical-physics/nuclear-and-particle-theory-seminar/
a34241-75b6e8-13,University of Kentucky,Mathematics,Teaching and Learning Mathematics Seminar,https://math.as.uky.edu/teach-seminar
a345dd-5d70f7-3d,University of Memphis,Mathematics,Ergodic Theory Seminar,https://www.memphis.edu/msci/news/calendar.php
a36911-821b50-d5,Johns Hopkins University,Mathematics,Topology Seminar,https://jhu-top-seminar.github.io/
a36cf6-18d576-61,University of Oregon,Computer Science,Colloquium,https://www.cs.uoregon.edu/cas-page.php?event=all
a3b69c-38deea-56,Northeastern University,Chemistry,Chemistry & Chemical Biology Dept. Seminar,https://calendar.northeastern.edu/event/chemistry_chemical_biology_dept_seminar_8960
a3e1f0-566b71-c5,Auburn University,Mathematics,Discrete Math - Combinatorics Seminars,https://www.auburn.edu/cosam/departments/math/research/seminars/combinatorics-seminar.htm
a3e911-55a010-dd,Carnegie Mellon University,Computer Science,Principles of Programming Seminar,https://www.cs.cmu.edu/~pop/seminar/
a41714-3d989b-a0,Wayne State University,Computer Science,CS Seminar,https://events.wayne.edu/category/seminar/2023/09/
a424e9-cbf2fe-e2,University of Alabama,Mathematics,Applied Math Seminar,https://math.ua.edu/events/category/math-department/applied-math-seminar/list/?tribe-bar-date=2023-08-01
a43131-f167c3-e8,University of Georgia,Mathematics,Topology,https://calendar.google.com/calendar/u/0/embed?src=gk8klfjh7i9pthrv1cp8c8bj8c@group.calendar.google.com&ctz=America/New_York
a4714d-75c127-2e,Kansas State University,Mathematics,Function Theory Study Seminar,https://www.math.ksu.edu/research/centers-groups/group/analysis/ftss.html
a47318-b1b4f9-4f,University of Texas at Dallas,Mathematics,Algebra and Combinatorics Seminar,https://math.utdallas.edu/algebra-and-combinatorics-seminar/
a49036-090587-5e,Pennsylvania State University,Mathematics,Teaching and Learning Seminar,https://math-cal.cloud.science.psu.edu/events/seminar/393/2023
a4a3a6-a63ecd-6a,Brown University,Mathematics,Combinatorics Seminar,https://sites.google.com/brown.edu/combo/home
a4cc96-3a4fcd-87,Johns Hopkins University,Mechanical Engineering,Environmental and Applied Fluid Mechanics Seminar Series (CEAFM),https://engineering.jhu.edu/ceafm/seminar-series-spring-2024/
a4db6c-5f221e-51,University of Texas at Dallas,Chemistry,Department Seminar Series,
a4f368-ab3bf5-a9,University of New Mexico,Mathematics,Algebra and Geometry Seminar,https://math.unm.edu/news-events/events/calendar/month/2023-09
a4f3b3-216f2e-9e,"Graduate Center, CUNY",Mathematics,Kolchin Seminar in Differential Algebra,https://sites.google.com/view/kolchin2021
a50758-ea56e4-c7,University of South Florida,Chemistry,Departmental Seminars,https://www.usf.edu/arts-sciences/departments/chemistry/about-us/eventspage/index.aspx
